transaction_id,customer_id,age,account_balance,transaction_amount,transaction_type,merchant_category,device_type,transaction_location,is_foreign_transaction,failed_attempts_last_24h,avg_transaction_amount,transaction_frequency_24h,amount_deviation,is_fraud
TXN267,CUST984,24,322016,3720.04,ATM,Grocery,Web,UK,1,0,3111,8,609.04,0
TXN268,CUST961,54,287357,2866.65,Online,Restaurant,Web,Nigeria,1,0,3788,7,921.35,0
TXN269,CUST1972,33,182225,3773.2,POS,Travel,Mobile,India,0,5,3430,1,343.2,1
TXN270,CUST1444,36,393865,2808.25,UPI,Restaurant,Web,India,1,2,3793,6,984.75,0
TXN271,CUST1842,69,303162,1931.32,Online,Electronics,Web,UK,1,0,1477,8,454.32,0
TXN272,CUST827,21,82955,1382.86,UPI,Grocery,Web,UK,1,1,3364,4,1981.14,0
TXN273,CUST1378,21,290027,2614.7,Online,Travel,Mobile,India,1,5,1701,7,913.7,1
TXN274,CUST991,18,422202,100.0,ATM,Restaurant,Web,UK,0,0,564,1,464.0,0
TXN275,CUST848,25,315454,5257.68,ATM,Electronics,Mobile,USA,1,1,3321,7,1936.68,0
TXN276,CUST1474,54,16149,1255.34,ATM,Travel,Web,Nigeria,0,0,921,5,334.34,0
TXN277,CUST1823,19,158413,1741.46,ATM,Electronics,Web,Nigeria,0,4,4128,7,2386.54,1
TXN278,CUST259,44,21877,1285.99,ATM,Grocery,Mobile,USA,0,4,3331,4,2045.01,1
TXN279,CUST645,29,73557,5747.11,ATM,Restaurant,Mobile,India,0,3,2680,6,3067.11,0
TXN280,CUST321,67,288639,1757.52,Online,Grocery,Web,Nigeria,1,2,1640,8,117.52,0
TXN281,CUST1255,20,289367,4287.87,UPI,Restaurant,Mobile,Nigeria,0,4,3293,6,994.87,1
TXN282,CUST1300,39,63795,288.36,Online,Grocery,Mobile,Nigeria,0,2,1765,1,1476.64,0
TXN283,CUST1252,48,119990,4576.03,ATM,Electronics,Mobile,USA,0,1,4109,4,467.03,0
TXN284,CUST1904,20,299460,1669.03,UPI,Travel,Web,UK,1,4,3269,8,1599.97,1
TXN285,CUST1967,52,471201,1302.27,POS,Travel,Mobile,Nigeria,0,3,1464,10,161.73,0
TXN286,CUST576,38,139642,3174.23,ATM,Travel,Mobile,Nigeria,1,2,1960,5,1214.23,0
TXN287,CUST572,26,224186,5015.51,POS,Electronics,Web,India,1,5,3896,3,1119.51,1
TXN288,CUST1497,54,317637,697.87,Online,Travel,Web,Nigeria,0,2,1149,5,451.13,0
TXN289,CUST516,39,190886,425.08,UPI,Travel,Mobile,India,1,3,2603,9,2177.92,0
TXN290,CUST210,31,62675,1152.28,Online,Grocery,Web,India,1,2,4330,8,3177.72,0
TXN291,CUST1060,40,368021,418.53,Online,Grocery,Mobile,UK,1,4,2727,9,2308.47,1
TXN292,CUST72,70,44377,5954.99,UPI,Restaurant,Web,UK,0,3,4467,1,1487.99,0
TXN293,CUST798,70,276330,3292.91,Online,Restaurant,Mobile,India,1,3,4120,2,827.09,0
TXN294,CUST777,65,369329,4396.92,UPI,Electronics,Mobile,Nigeria,1,4,4272,3,124.92,1
TXN295,CUST877,34,433222,3419.26,POS,Travel,Web,Nigeria,0,4,2726,6,693.26,1
TXN296,CUST1527,18,324955,1951.22,POS,Grocery,Mobile,India,1,4,1593,7,358.22,1
TXN297,CUST1367,42,90290,3178.01,POS,Grocery,Mobile,India,1,3,3052,5,126.01,0
TXN298,CUST925,60,241568,1448.28,UPI,Grocery,Web,USA,1,1,4641,8,3192.72,0
TXN299,CUST1579,55,251149,2395.93,UPI,Electronics,Mobile,USA,0,2,1982,3,413.93,0
TXN300,CUST850,52,407343,1540.34,Online,Grocery,Web,UK,1,4,3464,1,1923.66,1
TXN301,CUST993,62,346359,5916.46,UPI,Restaurant,Mobile,USA,0,5,4464,9,1452.46,1
TXN302,CUST450,58,266662,5318.18,Online,Travel,Web,Nigeria,0,1,4187,3,1131.18,0
TXN303,CUST693,56,327307,2395.68,POS,Restaurant,Web,UK,0,3,2226,10,169.68,0
TXN304,CUST1948,70,300189,538.4,UPI,Electronics,Mobile,UK,1,5,1001,3,462.6,1
TXN305,CUST771,20,467561,3396.72,Online,Travel,Web,India,1,1,3848,9,451.28,0
TXN306,CUST383,68,100842,546.67,Online,Travel,Web,India,1,5,832,10,285.33,1
TXN307,CUST80,53,484909,5874.89,Online,Electronics,Web,Nigeria,1,4,4080,10,1794.89,1
TXN308,CUST1668,21,434615,4001.69,UPI,Electronics,Web,India,1,4,4766,7,764.31,1
TXN309,CUST1031,63,302156,1571.32,UPI,Grocery,Mobile,USA,1,2,1157,5,414.32,0
TXN310,CUST1759,28,275542,676.8,ATM,Restaurant,Mobile,UK,1,4,888,1,211.2,1
TXN311,CUST1166,29,446488,1018.84,Online,Restaurant,Mobile,USA,0,4,4194,10,3175.16,1
TXN312,CUST1238,23,252980,5073.49,ATM,Travel,Mobile,USA,1,2,3654,3,1419.49,0
TXN313,CUST1525,60,235974,1539.75,POS,Grocery,Mobile,UK,1,5,4285,6,2745.25,1
TXN314,CUST94,31,176058,2668.79,POS,Travel,Mobile,UK,0,3,1833,8,835.79,0
TXN315,CUST1691,18,288486,4071.01,UPI,Restaurant,Mobile,UK,0,0,4157,4,85.99,0
TXN316,CUST171,39,194042,1595.56,Online,Grocery,Mobile,Nigeria,0,5,1075,9,520.56,1
TXN317,CUST184,67,66889,921.41,ATM,Restaurant,Mobile,India,0,3,2332,8,1410.59,0
TXN318,CUST550,31,438127,7274.19,Online,Travel,Mobile,USA,0,1,4338,7,2936.19,0
TXN319,CUST202,68,129938,4520.05,Online,Travel,Web,UK,1,0,3037,9,1483.05,0
TXN320,CUST1962,63,120472,3193.16,POS,Electronics,Mobile,USA,0,1,3729,8,535.84,0
TXN321,CUST579,63,224220,2979.3,UPI,Grocery,Web,India,0,4,2334,10,645.3,1
TXN322,CUST872,60,80949,6228.66,UPI,Electronics,Web,India,1,2,4017,2,2211.66,0
TXN323,CUST1206,69,165209,1302.81,Online,Restaurant,Web,USA,0,1,1049,5,253.81,0
TXN324,CUST1434,62,40620,2074.28,Online,Grocery,Mobile,Nigeria,0,0,3443,5,1368.72,0
TXN325,CUST599,61,68019,3984.18,UPI,Travel,Web,UK,1,2,4111,8,126.82,0
TXN326,CUST626,67,499689,3244.53,ATM,Travel,Mobile,UK,1,5,2548,10,696.53,1
TXN327,CUST1663,57,55351,3613.02,UPI,Travel,Web,Nigeria,1,3,3572,4,41.02,0
TXN328,CUST1064,29,350292,2910.28,UPI,Restaurant,Web,Nigeria,1,2,3380,4,469.72,0
TXN329,CUST101,52,43880,1002.01,ATM,Travel,Mobile,India,0,5,2135,9,1132.99,1
TXN330,CUST331,58,269245,655.67,POS,Grocery,Web,USA,1,4,505,6,150.67,1
TXN331,CUST22,39,379279,6815.4,ATM,Restaurant,Web,UK,0,4,4254,1,2561.4,1
TXN332,CUST135,28,220129,2315.76,ATM,Restaurant,Web,UK,1,1,3553,8,1237.24,0
TXN333,CUST324,27,348030,557.23,UPI,Travel,Web,USA,0,5,3771,2,3213.77,1
TXN334,CUST1653,57,100012,5042.15,ATM,Electronics,Mobile,UK,1,0,2992,9,2050.15,0
TXN335,CUST701,30,239042,1544.16,POS,Electronics,Web,India,0,3,1328,9,216.16,0
TXN336,CUST916,51,211323,3676.66,POS,Electronics,Mobile,UK,0,2,3324,4,352.66,0
TXN337,CUST834,34,166285,1728.13,POS,Travel,Mobile,UK,0,0,2032,7,303.87,0
TXN338,CUST84,66,109929,1947.62,ATM,Travel,Web,Nigeria,0,5,1793,6,154.62,1
TXN339,CUST1972,49,368218,1516.89,UPI,Electronics,Mobile,Nigeria,1,2,948,3,568.89,0
TXN340,CUST1453,49,160175,574.98,Online,Electronics,Web,USA,0,3,1218,3,643.02,0
TXN341,CUST33,63,424931,521.11,UPI,Grocery,Mobile,UK,1,0,4323,2,3801.89,0
TXN342,CUST219,35,453405,498.15,ATM,Restaurant,Mobile,Nigeria,0,3,1190,10,691.85,0
TXN343,CUST1409,51,194980,1027.86,ATM,Restaurant,Web,Nigeria,1,4,3762,6,2734.14,1
TXN344,CUST1573,29,165747,4168.95,Online,Electronics,Mobile,USA,0,5,4980,3,811.05,1
TXN345,CUST1096,49,32820,2435.08,UPI,Travel,Mobile,Nigeria,0,0,2503,2,67.92,0
TXN346,CUST552,66,281807,1128.03,Online,Electronics,Web,USA,0,4,1255,9,126.97,1
TXN347,CUST1634,70,260703,1275.09,Online,Grocery,Mobile,USA,0,2,1248,8,27.09,0
TXN348,CUST980,37,130592,2754.96,ATM,Restaurant,Web,USA,0,4,4545,7,1790.04,1
TXN349,CUST980,24,36212,5346.92,ATM,Restaurant,Web,India,1,0,3095,1,2251.92,0
TXN350,CUST772,20,301549,2974.21,POS,Restaurant,Web,UK,0,5,1989,5,985.21,1
TXN351,CUST1704,26,403785,4007.79,ATM,Grocery,Mobile,UK,0,1,2560,2,1447.79,0
TXN352,CUST1342,62,290570,2090.99,ATM,Travel,Mobile,USA,0,5,4356,10,2265.01,1
TXN353,CUST217,69,60007,2941.3,UPI,Electronics,Mobile,USA,0,4,4541,8,1599.7,1
TXN354,CUST1190,49,350296,838.94,POS,Electronics,Mobile,Nigeria,0,5,1292,5,453.06,1
TXN355,CUST1344,59,101182,3288.11,POS,Restaurant,Mobile,USA,0,1,3195,9,93.11,0
TXN356,CUST35,49,496807,4178.8,UPI,Electronics,Web,UK,0,0,3802,1,376.8,0
TXN357,CUST405,60,286490,100.0,POS,Grocery,Mobile,India,0,3,1871,3,1771.0,0
TXN358,CUST1981,46,280739,647.58,POS,Restaurant,Web,UK,1,5,646,10,1.58,1
TXN359,CUST575,36,102836,1759.25,ATM,Restaurant,Mobile,USA,1,3,1080,2,679.25,0
TXN360,CUST53,20,268169,1883.61,Online,Restaurant,Web,USA,1,4,1556,10,327.61,1
TXN361,CUST1458,29,45580,6226.18,Online,Electronics,Web,USA,0,0,4578,4,1648.18,0
TXN362,CUST1033,58,469681,407.31,POS,Travel,Web,India,0,5,921,1,513.69,1
TXN363,CUST37,69,139209,1702.62,Online,Restaurant,Web,USA,0,1,1414,7,288.62,0
TXN364,CUST1763,70,465488,6585.38,POS,Restaurant,Web,USA,1,5,4824,5,1761.38,1
TXN365,CUST1525,46,218913,3748.51,UPI,Grocery,Web,UK,0,1,4898,10,1149.49,0
TXN366,CUST1617,40,18872,261.2,Online,Grocery,Web,UK,0,2,957,4,695.8,0
TXN367,CUST1824,65,465118,4029.76,Online,Grocery,Mobile,USA,1,3,4003,7,26.76,0
TXN368,CUST982,70,280848,3311.59,ATM,Grocery,Web,USA,1,3,4209,3,897.41,0
TXN369,CUST1870,45,155131,2846.38,Online,Grocery,Mobile,India,1,1,2137,2,709.38,0
TXN370,CUST1563,66,106745,1299.01,UPI,Electronics,Mobile,USA,0,1,2979,7,1679.99,0
TXN371,CUST888,22,476700,304.29,POS,Travel,Mobile,Nigeria,0,0,3173,8,2868.71,0
TXN372,CUST468,37,194895,620.24,Online,Electronics,Mobile,India,1,0,532,4,88.24,0
TXN373,CUST1711,35,475214,956.06,POS,Electronics,Mobile,Nigeria,1,5,967,6,10.94,1
TXN374,CUST1626,54,294303,8372.14,Online,Grocery,Mobile,India,1,3,4995,2,3377.14,0
TXN375,CUST829,66,452256,2352.22,POS,Grocery,Web,USA,1,2,2532,9,179.78,0
TXN376,CUST78,56,313696,859.55,Online,Travel,Web,USA,0,2,769,10,90.55,0
TXN377,CUST1841,42,449860,9692.0,ATM,Restaurant,Mobile,India,1,3,4408,5,5284.0,0
TXN378,CUST1805,51,182379,778.39,UPI,Electronics,Mobile,Nigeria,1,0,1902,8,1123.61,0
TXN379,CUST323,49,122475,3869.44,Online,Travel,Web,India,1,2,2463,10,1406.44,0
TXN380,CUST320,23,421273,1296.8,UPI,Travel,Web,USA,0,0,4177,9,2880.2,0
TXN381,CUST950,65,237893,606.84,POS,Grocery,Mobile,India,1,0,908,4,301.16,0
TXN382,CUST1654,51,488192,325.59,UPI,Grocery,Web,Nigeria,0,4,1429,8,1103.41,1
TXN383,CUST96,21,348707,4584.63,POS,Restaurant,Mobile,India,0,0,3596,9,988.63,0
TXN384,CUST184,43,353117,158.14,Online,Restaurant,Mobile,USA,0,3,713,9,554.86,0
TXN385,CUST252,54,100651,3532.28,Online,Restaurant,Mobile,UK,0,3,3340,9,192.28,0
TXN386,CUST1216,59,226194,3916.75,POS,Electronics,Web,USA,0,4,3155,6,761.75,1
TXN387,CUST1735,55,218020,2671.69,ATM,Grocery,Web,UK,0,1,3094,3,422.31,0
TXN388,CUST1979,22,246495,531.35,POS,Grocery,Web,Nigeria,0,2,1250,1,718.65,0
TXN389,CUST872,38,125769,4803.12,Online,Electronics,Mobile,India,0,0,4820,10,16.88,0
TXN390,CUST1620,47,284257,406.92,POS,Travel,Web,USA,0,2,714,2,307.08,0
TXN391,CUST996,32,321089,5316.61,UPI,Grocery,Mobile,USA,1,5,3781,1,1535.61,1
TXN392,CUST1215,66,253947,2958.14,UPI,Restaurant,Mobile,Nigeria,1,4,4736,6,1777.86,1
TXN393,CUST501,55,152003,973.65,POS,Restaurant,Web,India,0,3,2326,4,1352.35,0
TXN394,CUST587,38,380998,277.84,Online,Restaurant,Mobile,UK,0,2,1322,4,1044.16,0
TXN395,CUST465,36,34015,1650.1,Online,Electronics,Web,India,0,5,1687,6,36.9,1
TXN396,CUST1554,70,300431,4426.62,UPI,Travel,Mobile,UK,1,4,2586,9,1840.62,1
TXN397,CUST144,23,11756,100.0,ATM,Grocery,Web,USA,0,2,2349,2,2249.0,0
TXN398,CUST4,59,164128,2472.95,UPI,Restaurant,Mobile,USA,1,0,1695,8,777.95,0
TXN399,CUST222,58,415354,666.8,POS,Restaurant,Web,India,0,0,625,4,41.8,0
TXN400,CUST31,20,343040,1107.49,ATM,Electronics,Web,UK,0,3,972,10,135.49,0
TXN401,CUST1488,56,286416,4504.94,POS,Grocery,Web,Nigeria,1,2,3596,4,908.94,0
TXN402,CUST1674,69,297045,4371.2,Online,Restaurant,Web,UK,1,3,2883,5,1488.2,0
TXN403,CUST1437,41,461993,2281.7,UPI,Travel,Web,USA,0,0,1859,3,422.7,0
TXN404,CUST536,48,409070,1880.01,UPI,Grocery,Web,USA,0,5,1587,6,293.01,1
TXN405,CUST728,70,240639,3148.32,ATM,Travel,Web,UK,1,0,2330,7,818.32,0
TXN406,CUST1455,48,226041,839.92,ATM,Travel,Web,USA,0,3,2624,7,1784.08,0
TXN407,CUST490,19,75318,647.59,ATM,Grocery,Mobile,UK,1,3,503,4,144.59,0
TXN408,CUST1723,24,25694,5812.56,ATM,Travel,Web,UK,1,0,3913,2,1899.56,0
TXN409,CUST1014,50,82359,980.04,POS,Grocery,Web,Nigeria,1,5,762,3,218.04,1
TXN410,CUST165,44,101436,3397.87,ATM,Electronics,Mobile,UK,0,3,4053,8,655.13,0
TXN411,CUST302,26,292282,668.04,POS,Electronics,Mobile,USA,1,3,1113,10,444.96,0
TXN412,CUST1686,47,137266,1177.15,Online,Travel,Web,India,0,4,2644,7,1466.85,1
TXN413,CUST1286,43,139782,165.83,Online,Travel,Web,USA,0,0,562,1,396.17,0
TXN414,CUST824,37,119143,4900.83,POS,Grocery,Mobile,India,0,3,2938,7,1962.83,0
TXN415,CUST1767,41,399330,1870.51,Online,Grocery,Mobile,Nigeria,0,3,1871,1,0.49,0
TXN416,CUST1862,49,206468,264.72,ATM,Restaurant,Web,USA,1,5,2193,8,1928.28,1
TXN417,CUST1063,22,79163,3397.67,POS,Restaurant,Web,UK,1,2,4666,9,1268.33,0
TXN418,CUST1660,37,67511,1046.54,POS,Travel,Web,UK,0,2,1010,7,36.54,0
TXN419,CUST201,52,349540,3985.41,UPI,Grocery,Mobile,Nigeria,0,0,2711,8,1274.41,0
TXN420,CUST1075,56,234488,3447.36,POS,Restaurant,Web,USA,1,2,3246,10,201.36,0
TXN421,CUST871,19,362128,2666.61,UPI,Electronics,Web,Nigeria,1,2,3356,7,689.39,0
TXN422,CUST265,40,435413,2624.31,Online,Grocery,Mobile,UK,0,4,1855,8,769.31,1
TXN423,CUST1701,36,70163,2833.16,ATM,Restaurant,Web,UK,1,5,4446,9,1612.84,1
TXN424,CUST294,34,265588,1629.13,UPI,Restaurant,Mobile,UK,1,1,1850,4,220.87,0
TXN425,CUST830,42,246399,1071.36,Online,Electronics,Mobile,Nigeria,1,2,1358,8,286.64,0
TXN426,CUST1912,47,365089,2888.72,UPI,Travel,Mobile,UK,0,0,4633,8,1744.28,0
TXN427,CUST671,19,106589,4267.03,ATM,Electronics,Web,Nigeria,0,4,3083,5,1184.03,1
TXN428,CUST1856,32,89669,3121.65,UPI,Electronics,Web,UK,1,2,2444,5,677.65,0
TXN429,CUST105,41,1928,980.91,ATM,Electronics,Mobile,Nigeria,0,0,1786,7,805.09,0
TXN430,CUST1323,64,360464,2990.4,POS,Travel,Mobile,Nigeria,0,2,2331,8,659.4,0
TXN431,CUST1262,67,452991,6412.59,Online,Travel,Web,UK,1,3,4053,6,2359.59,0
TXN432,CUST1058,20,428628,3603.59,UPI,Electronics,Mobile,UK,0,2,3754,8,150.41,0
TXN433,CUST1843,25,129834,670.95,Online,Electronics,Web,USA,0,1,996,4,325.05,0
TXN434,CUST1938,35,155994,1133.53,POS,Travel,Web,USA,1,5,2921,8,1787.47,1
TXN435,CUST1940,55,63132,5544.44,POS,Electronics,Web,Nigeria,1,3,2869,6,2675.44,0
TXN436,CUST1155,32,130301,4125.03,Online,Restaurant,Web,UK,0,2,2617,2,1508.03,0
TXN437,CUST562,36,167117,823.21,Online,Restaurant,Web,Nigeria,1,0,1920,3,1096.79,0
TXN438,CUST6,40,479479,6745.21,Online,Restaurant,Mobile,UK,1,4,4528,2,2217.21,1
TXN439,CUST480,33,68049,2409.04,ATM,Electronics,Mobile,India,1,0,2921,4,511.96,0
TXN440,CUST1108,30,160454,5222.64,ATM,Restaurant,Web,Nigeria,1,4,4930,10,292.64,1
TXN441,CUST1651,45,308671,2907.46,Online,Travel,Web,UK,1,5,2261,1,646.46,1
TXN442,CUST1540,47,120656,3268.1,ATM,Travel,Mobile,UK,1,0,3780,4,511.9,0
TXN443,CUST1933,69,48281,4688.96,UPI,Travel,Web,USA,0,5,3924,4,764.96,1
TXN444,CUST160,34,419110,2232.43,Online,Travel,Web,USA,1,2,3207,1,974.57,0
TXN445,CUST733,69,283008,1348.69,Online,Travel,Web,UK,1,5,2009,6,660.31,1
TXN446,CUST1352,64,339885,7073.29,Online,Restaurant,Mobile,India,0,3,4999,6,2074.29,0
TXN447,CUST405,22,403601,2180.3,UPI,Grocery,Mobile,Nigeria,0,0,2218,9,37.7,0
TXN448,CUST944,47,378062,4247.18,UPI,Electronics,Mobile,USA,0,1,3420,6,827.18,0
TXN449,CUST1470,35,1641,2670.03,ATM,Restaurant,Mobile,UK,0,3,3767,4,1096.97,0
TXN450,CUST1459,29,207858,2994.6,ATM,Travel,Web,Nigeria,0,0,2659,9,335.6,0
TXN451,CUST1025,36,316194,100.0,UPI,Grocery,Mobile,Nigeria,0,3,4608,4,4508.0,0
TXN452,CUST1085,24,485571,4441.15,UPI,Grocery,Mobile,UK,0,3,4250,10,191.15,0
TXN453,CUST1848,18,437911,9094.42,POS,Restaurant,Mobile,USA,1,2,4824,5,4270.42,0
TXN454,CUST1274,29,494160,522.57,UPI,Travel,Mobile,India,1,5,844,5,321.43,1
TXN455,CUST1096,23,341657,2121.27,ATM,Restaurant,Mobile,Nigeria,0,5,4904,1,2782.73,1
TXN456,CUST193,20,429248,2527.62,Online,Travel,Mobile,Nigeria,1,5,2057,6,470.62,1
TXN457,CUST104,69,77609,2352.74,UPI,Electronics,Web,USA,0,3,2874,10,521.26,0
TXN458,CUST648,50,482223,2193.04,POS,Travel,Web,UK,0,3,3143,6,949.96,0
TXN459,CUST1799,26,495411,3060.59,POS,Grocery,Mobile,India,0,1,1596,5,1464.59,0
TXN460,CUST508,46,143698,4213.93,POS,Travel,Web,UK,1,1,3908,8,305.93,0
TXN461,CUST1606,69,174396,1640.37,POS,Travel,Mobile,Nigeria,1,0,4469,1,2828.63,0
TXN462,CUST421,60,274515,2164.95,UPI,Travel,Mobile,USA,1,2,2801,1,636.05,0
TXN463,CUST1129,27,396780,5302.12,UPI,Grocery,Web,Nigeria,0,0,2912,6,2390.12,0
TXN464,CUST266,40,60147,3868.95,Online,Electronics,Mobile,USA,0,5,2636,4,1232.95,1
TXN465,CUST928,43,190052,8204.84,ATM,Restaurant,Mobile,Nigeria,1,5,4726,4,3478.84,1
TXN466,CUST1309,32,322882,7146.29,ATM,Electronics,Web,India,0,1,4682,2,2464.29,0
TXN467,CUST493,61,210650,2464.01,POS,Travel,Mobile,Nigeria,1,2,2493,9,28.99,0
TXN468,CUST35,63,207654,1943.53,ATM,Travel,Mobile,UK,0,4,1740,1,203.53,1
TXN469,CUST942,28,235005,9486.16,POS,Electronics,Mobile,UK,1,5,4166,5,5320.16,1
TXN470,CUST1832,33,271049,1217.19,UPI,Grocery,Mobile,USA,0,3,2746,2,1528.81,0
TXN471,CUST1545,31,26093,1717.82,Online,Electronics,Web,India,0,5,1521,3,196.82,1
TXN472,CUST1833,27,126183,527.96,UPI,Travel,Web,UK,1,2,572,10,44.04,0
TXN473,CUST1473,56,487115,2477.41,ATM,Grocery,Web,USA,1,0,2128,6,349.41,0
TXN474,CUST377,19,110055,6730.86,Online,Electronics,Web,India,0,5,3857,2,2873.86,1
TXN475,CUST1946,67,274527,1086.48,ATM,Travel,Mobile,India,0,1,2645,6,1558.52,0
TXN476,CUST1433,56,87858,2069.22,ATM,Grocery,Web,USA,1,0,1955,2,114.22,0
TXN477,CUST495,43,50940,3247.68,UPI,Restaurant,Web,UK,1,5,2096,8,1151.68,1
TXN478,CUST1093,62,135825,772.9,Online,Restaurant,Web,UK,1,3,894,10,121.1,0
TXN479,CUST1336,62,292706,1457.95,UPI,Electronics,Web,Nigeria,0,4,1851,3,393.05,1
TXN480,CUST779,21,393479,574.1,ATM,Grocery,Mobile,USA,0,4,1036,6,461.9,1
TXN481,CUST730,46,218592,1332.16,POS,Electronics,Web,Nigeria,0,4,4178,5,2845.84,1
TXN482,CUST926,31,299460,1198.23,Online,Grocery,Mobile,India,1,3,2529,9,1330.77,0
TXN483,CUST353,60,359036,4540.74,ATM,Restaurant,Mobile,USA,0,5,2576,9,1964.74,1
TXN484,CUST1958,21,466970,3418.85,POS,Travel,Web,India,0,2,3537,6,118.15,0
TXN485,CUST530,19,311947,3682.07,UPI,Grocery,Mobile,India,0,4,3873,5,190.93,1
TXN486,CUST698,24,376678,739.82,POS,Travel,Mobile,USA,0,5,723,7,16.82,1
TXN487,CUST1945,38,19045,1015.26,ATM,Travel,Web,Nigeria,0,2,800,6,215.26,0
TXN488,CUST692,60,398592,509.2,ATM,Restaurant,Mobile,India,0,3,1008,9,498.8,0
TXN489,CUST976,28,79642,803.01,UPI,Electronics,Mobile,India,0,4,1075,10,271.99,1
TXN490,CUST975,30,226972,873.3,Online,Grocery,Mobile,Nigeria,0,4,662,3,211.3,1
TXN491,CUST149,23,60148,5672.27,Online,Grocery,Mobile,Nigeria,0,5,4255,10,1417.27,1
TXN492,CUST926,42,262372,969.66,Online,Electronics,Mobile,Nigeria,1,3,836,4,133.66,0
TXN493,CUST939,59,478420,2344.89,POS,Electronics,Mobile,USA,0,2,2436,4,91.11,0
TXN494,CUST322,46,414565,4022.02,ATM,Travel,Web,India,0,4,3628,9,394.02,1
TXN495,CUST1864,61,16954,3553.58,POS,Restaurant,Mobile,Nigeria,0,0,4621,10,1067.42,0
TXN496,CUST1365,23,157800,1274.97,Online,Travel,Web,UK,1,4,1413,1,138.03,1
TXN497,CUST1631,34,1688,3442.67,ATM,Travel,Web,Nigeria,0,3,3768,7,325.33,0
TXN498,CUST1344,47,221416,2131.03,UPI,Restaurant,Web,Nigeria,0,3,1730,2,401.03,0
TXN499,CUST483,56,43414,2143.82,POS,Grocery,Web,USA,1,2,1598,9,545.82,0
TXN500,CUST759,59,140969,1947.73,Online,Electronics,Web,India,1,5,3266,5,1318.27,1
TXN501,CUST924,19,119383,1885.64,ATM,Restaurant,Mobile,Nigeria,0,1,1081,3,804.64,0
TXN502,CUST223,22,231267,867.87,ATM,Electronics,Mobile,USA,0,2,1607,10,739.13,0
TXN503,CUST6,50,424406,808.75,POS,Electronics,Mobile,Nigeria,1,4,593,8,215.75,1
TXN504,CUST204,60,140479,3989.95,ATM,Electronics,Web,Nigeria,1,2,3428,7,561.95,0
TXN505,CUST583,67,260053,5526.31,UPI,Restaurant,Mobile,India,0,5,3809,6,1717.31,1
TXN506,CUST287,53,254724,3895.59,UPI,Restaurant,Web,India,0,1,3474,1,421.59,0
TXN507,CUST1137,27,299736,566.74,Online,Grocery,Web,USA,0,0,1012,5,445.26,0
TXN508,CUST1743,67,229236,2702.9,ATM,Travel,Web,India,0,1,1705,5,997.9,0
TXN509,CUST363,21,278360,601.0,UPI,Travel,Mobile,India,0,0,517,7,84.0,0
TXN510,CUST1924,40,307249,716.46,POS,Grocery,Mobile,Nigeria,0,1,3577,1,2860.54,0
TXN511,CUST677,59,83633,2177.65,ATM,Restaurant,Mobile,Nigeria,0,4,4684,4,2506.35,1
TXN512,CUST935,29,185623,1267.68,ATM,Restaurant,Web,India,0,3,1261,9,6.68,0
TXN513,CUST1413,39,133832,551.29,POS,Grocery,Mobile,USA,1,3,624,5,72.71,0
TXN514,CUST1844,57,235788,2299.01,ATM,Travel,Web,USA,1,1,4276,10,1976.99,0
TXN515,CUST990,28,9801,2803.93,ATM,Grocery,Mobile,India,1,5,1455,4,1348.93,1
TXN516,CUST455,53,314714,1839.15,ATM,Travel,Web,USA,1,4,2505,8,665.85,1
TXN517,CUST1182,50,344328,3877.54,POS,Travel,Web,USA,1,1,3952,2,74.46,0
TXN518,CUST151,67,29480,3486.33,UPI,Grocery,Mobile,India,1,2,4153,7,666.67,0
TXN519,CUST714,42,240994,1006.36,UPI,Restaurant,Mobile,India,0,0,865,9,141.36,0
TXN520,CUST1276,53,337592,2962.68,Online,Grocery,Mobile,USA,1,2,4611,5,1648.32,0
TXN521,CUST684,69,28739,4766.69,UPI,Restaurant,Web,India,0,1,4710,2,56.69,0
TXN522,CUST1048,20,194348,2816.4,POS,Travel,Web,USA,0,3,4914,2,2097.6,0
TXN523,CUST221,56,132453,3026.42,POS,Grocery,Mobile,India,1,4,4404,5,1377.58,1
TXN524,CUST1596,69,243654,2896.78,ATM,Travel,Web,USA,1,5,2386,4,510.78,1
TXN525,CUST1408,48,97899,2890.2,Online,Electronics,Web,USA,1,3,3901,1,1010.8,0
TXN526,CUST1360,28,205914,706.52,POS,Grocery,Web,Nigeria,0,5,1016,3,309.48,1
TXN527,CUST1331,64,355258,2599.3,UPI,Grocery,Mobile,UK,1,4,2887,9,287.7,1
TXN528,CUST1213,47,93123,152.17,UPI,Travel,Web,USA,1,4,1770,6,1617.83,1
TXN529,CUST1509,28,154747,4905.93,POS,Grocery,Web,Nigeria,1,4,3513,2,1392.93,1
TXN530,CUST517,34,170302,1560.16,POS,Restaurant,Mobile,UK,1,2,1316,8,244.16,0
TXN531,CUST1563,23,26775,5073.8,POS,Electronics,Web,USA,1,5,3585,7,1488.8,1
TXN532,CUST1079,28,288314,1147.79,Online,Grocery,Web,UK,0,5,2884,6,1736.21,1
TXN533,CUST248,43,215777,5892.53,UPI,Grocery,Mobile,India,0,0,3280,6,2612.53,0
TXN534,CUST1680,45,430677,4170.34,ATM,Electronics,Mobile,UK,1,4,3237,1,933.34,1
TXN535,CUST1299,64,249788,1439.73,UPI,Electronics,Mobile,UK,1,1,1959,8,519.27,0
